HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
80867,"71-80","m",12,"122","Mischling gross",,,,"I",2005,"w","beige/braun"
80871,"61-70","m",7,"72","Terrier","Mischling",,,,1998,"m","dreifarbig"
80871,"61-70","m",7,"72","Mischling klein",,,,"K",2003,"w","blondfarben"
80876,"41-50","w",2,"23","Mischling gross",,,,"I",2012,"m","schwarz/weiss/beige"
80879,"61-70","m",7,"74","Border Collie","Mischling",,,"I",2000,"m","tricolor"
80881,"71-80","w",7,"72","Mops",,,,"K",2008,"w","beige"
80881,"71-80","w",7,"72","Mops",,,,"K",2006,"m","beige"
80884,"71-80","w",7,"74","Cocker Spaniel",,,,"K",2005,"w","weiss/orange"
80885,"81-90","m",7,"72","West Highland White Terrier",,,,"K",2005,"w","weiss"
80888,"61-70","w",7,"72","Deutscher Boxer",,,,"I",2011,"w","hirschrot"
80890,"61-70","m",7,"73","Pinscher","Mischling",,,"K",2004,"w","tricolor"
80896,"81-90","m",7,"74","Malteser",,,,"K",2009,"w","weiss"
80897,"41-50","w",7,"71","Lagotto Romagnolo",,,,"I",2011,"w","braun"
80914,"81-90","m",11,"119","Schäfer",,,,"I",2007,"w","weiss"
80915,"71-80","w",3,"34","Golden Retriever",,,,"I",2006,"w","blondfarben"
80916,"41-50","w",9,"92","Tervueren",,"Belgischer Schäfer",,"I",2003,"w","braun"
80916,"41-50","w",9,"92","Groenendael",,,,"I",2010,"w","schwarz"
80940,"61-70","w",7,"71","Mischling klein",,,,"K",2011,"w","schwarz/braun"
80950,"61-70","w",7,"73","Rhodesian Ridgeback",,,,"I",2009,"m","rot"
80956,"91-100","m",7,"73","Coton de Tulear",,,,"K",2009,"w","weiss"
80957,"51-60","w",7,"74","Riesenschnauzer",,,,"I",2012,"w","schwarz"
80960,"71-80","w",7,"72","Mops",,,,"K",2007,"m","schwarz"
80972,"61-70","m",7,"74","Hovawart",,,,"I",2014,"m","schwarz"
80974,"81-90","m",2,"24","Grosspudel",,,,"I",2003,"w","apricot"
80978,"51-60","w",9,"92","Mischling klein",,,,"K",2012,"m","tricolor"
80982,"61-70","w",10,"101","Dachshund",,,,"K",2010,"m","schwarz gestromt"
80986,"71-80","w",11,"111","Border Collie","Mischling",,,"I",2001,"w","schwarz/braun/weiss"
80999,"51-60","w",10,"101","West Highland White Terrier",,,,"K",2000,"w","weiss"
81001,"61-70","m",10,"101","Deutscher Boxer",,,,"I",2003,"w","rot"
81004,"51-60","w",9,"92","Scottish Terrier",,,,"K",2006,"m","brindle"
81004,"51-60","w",9,"92","Scottish Terrier",,,,"K",2013,"m","schwarz"
81018,"81-90","w",10,"101","Tervueren",,,,"I",2005,"w","braun"
81027,"61-70","w",8,"82","Parson Jack Russell Terrier",,,,"K",2000,"w","weiss/braun"
81042,"41-50","w",2,"21","Dackel",,"Foxterrier",,"K",2011,"m","braun/weiss"
81042,"41-50","w",2,"21","Mischling klein",,,,"K",2008,"w","tricolor"
81043,"71-80","m",10,"101","Zwergpudel",,,,"K",2003,"m","braun"
81045,"61-70","w",6,"63","Zwergrauhaardackel",,,,"K",2009,"w","saufarben"
81050,"61-70","w",5,"52","Labrador Retriever",,,,"I",2002,"w","schwarz"
81050,"61-70","w",5,"52","Labrador Retriever",,,,"I",2005,"m","schwarz"
81050,"61-70","w",5,"52","Labrador Retriever",,,,"I",2009,"m","schwarz"
81054,"51-60","w",1,"11","Mops",,,,"K",2011,"m","schwarz"
81054,"51-60","w",1,"11","Labrador Retriever",,"Golden Retriever",,"I",2004,"m","gold/sable"
81064,"61-70","w",8,"83","Labrador Retriever",,,,"I",2009,"w","braun"
81072,"51-60","w",7,"71","Mischling klein",,,,"K",2008,"w","braun/weiss"
81091,"61-70","w",7,"71","Labrador Retriever",,,,"I",2004,"m","braun"
81092,"81-90","w",7,"74","Foxterrier",,,,"K",2003,"m","saufarben"
81096,"81-90","w",7,"71","Dackel",,,,"K",2002,"m","rot"
81097,"61-70","w",7,"72","Golden Retriever",,,,"I",2013,"w","golden"
81100,"51-60","w",7,"73","Mischling klein",,,,"K",2009,"m","braun"
81100,"51-60","w",7,"73","Mischling klein",,,,"K",2011,"w","rot/braun"
81107,"71-80","w",7,"74","Deutscher Schäfer",,,,"I",2011,"m","schwarz/gelb"
81112,"71-80","m",7,"74","Australian Shepherd","Mischling",,,"I",2009,"m","blue/merle"
81116,"51-60","w",7,"74","Französische Bulldogge",,"Mops",,"K",2014,"w","beige/schwarz"
81132,"31-40","m",7,"73","Mischling klein",,,,"K",2010,"w","schwarz/braun"
81134,"71-80","m",7,"74","Pekingese",,,,"K",2006,"w","braun"
81139,"81-90","w",7,"74","Mops",,,,"K",2015,"m","beige"
81153,"51-60","w",8,"83","Airedale Terrier",,,,"I",2013,"w","black/tan"
81159,"61-70","m",9,"92","Airedale Terrier",,,,"I",2008,"w","schwarz/beige"
81172,"61-70","w",11,"111","Collie",,,,"I",2009,"m","tricolor"
81183,"41-50","m",9,"92","Deutscher Schäfer",,,,"I",2011,"w","schwarz/gelb"
81183,"41-50","m",9,"92","Yorkshire Terrier",,,,"K",2013,"m","steelblue/tan"
81184,"61-70","w",9,"92","Italienisches Windspiel",,,,"K",2006,"w","schwarz"
81188,"51-60","m",10,"101","Jack Russel Terrier",,,,"K",2011,"w","braun/weiss"
81195,"61-70","w",10,"102","Beagle",,,,"K",2004,"m","tricolor"
81197,"51-60","w",2,"21","West Highland White Terrier",,,,"K",2002,"w","weiss"
81200,"81-90","m",10,"101","Toypudel",,,,"K",2002,"w","schwarz"
81202,"71-80","m",9,"91","Toypudel",,,,"K",2004,"w","silber"
81210,"61-70","w",4,"42","Belgischer Schäfer","Mischling",,,"I",2000,"m","braun/gold"
81212,"51-60","w",9,"92","Labrador Retriever",,,,"I",2014,"w","schwarz"
81218,"71-80","w",9,"91","Cairn Terrier",,,,"K",2012,"m","rot/braun"
81224,"51-60","m",10,"101","Miniature Bull Terrier",,,,"K",2010,"m","rot/weiss"
81234,"81-90","m",9,"92","Terrier","Mischling",,,,2001,"m","schwarz/weiss"
81235,"71-80","m",4,"42","Jack Russel Terrier",,"Chihuahua",,"K",2009,"m","weiss/schwarz"
81245,"71-80","w",8,"81","Chihuahua",,,,"K",2009,"w","rot"
81248,"71-80","m",10,"101","Deutscher Schäfer",,,,"I",2011,"m","schwarz/braun"
81251,"51-60","w",2,"24","Irish Terrier",,,,"I",2014,"w","rot/braun"
81252,"71-80","w",9,"91","Berger des Pyrenées",,,,"I",1999,"m","beige"
81254,"51-60","w",9,"92","Tibet Terrier",,,,"K",2004,"m","weiss/schwarz"
81273,"71-80","m",9,"92","Golden Retriever",,,,"I",2005,"m","beige"
81274,"91-100","m",9,"92","Labrador Retriever","Mischling",,,"I",2005,"w","schwarz"
81281,"61-70","m",3,"33","Labrador Retriever",,,,"I",2003,"m","schwarz"
81287,"81-90","m",7,"71","Cairn Terrier",,,,"K",2002,"w","dunkel gestromt"
81293,"81-90","w",10,"101","Cocker Spaniel",,,,"K",2002,"w","schwarz"
81309,"71-80","w",10,"102","Yorkshire Terrier","Mischling",,,"K",2006,"w","schwarz/braun"
81316,"71-80","w",11,"119","Yorkshire Terrier",,,,"K",2007,"m","blue/tan"
81319,"61-70","m",10,"102","Labrador Retriever",,,,"I",2003,"m","schwarz"
81322,"71-80","w",6,"63","Galgo Español",,,,"I",2008,"w","gestromt"
81323,"81-90","m",6,"63","Alpenländische Dachsbracke",,,,"K",2007,"m","hirschrot"
81325,"71-80","w",12,"122","Sheltie",,,,"K",2008,"w","blue/merle"
81330,"41-50","w",2,"24","Dobermann","Mischling",,,"I",2000,"w","schwarz/braun"
81336,"51-60","w",6,"63","Malteser",,,,"K",2010,"w","weiss"
81343,"31-40","w",11,"111","Papillon",,,,"K",2002,"w","schwarz/braun/weiss"
81346,"61-70","w",7,"71","Terrier","Mischling",,,,2005,"w","tricolor"
81348,"61-70","w",7,"71","Golden Retriever",,,,"I",2006,"w","golden"
81352,"71-80","w",7,"71","Italienisches Windspiel",,,,"K",2011,"w","schwarz/weiss"
81352,"71-80","w",7,"71","Windspiel",,,,"I",2011,"m","steelblue"
81353,"81-90","w",6,"63","Rottweiler","Mischling",,,"I",2008,"m","schwarz/braun"
81354,"81-90","w",6,"63","Appenzeller","Mischling",,,"I",2000,"m","schwarz/braun/weiss"
81364,"41-50","w",3,"33","Cocker Spaniel",,,,"K",2008,"w","schwarz/weiss"
81377,"41-50","m",6,"63","Bearded Collie",,,,"I",2010,"w","braun/weiss"
81377,"41-50","m",6,"63","Bearded Collie",,,,"I",2006,"m","grau/weiss"
81377,"41-50","m",6,"63","Bearded Collie",,,,"I",2003,"m","braun/weiss"
81377,"41-50","m",6,"63","Bearded Collie",,,,"I",2009,"m","blau/weiss"
81379,"61-70","w",6,"63","Labrador Retriever",,,,"I",2009,"w","gelb"
81379,"61-70","w",6,"63","Labrador Retriever",,,,"I",2006,"w","gelb"
81380,"81-90","m",12,"121","Pudel",,,,,2005,"w","silber"
81387,"41-50","w",8,"82","Terrier","Mischling",,,,1998,"w","rot/weiss"
81391,"81-90","w",7,"71","Lagotto Romagnolo",,,,"I",2012,"w","braun"
81392,"51-60","w",7,"71","Mischling klein",,,,"K",2000,"w","braun"
81394,"51-60","w",10,"101","Samojede",,,,"I",2014,"w","weiss"
81397,"51-60","w",8,"83","Bobtail",,"Bergamasker",,"I",2004,"w","grau"
81399,"81-90","w",11,"119","Yorkshire Terrier",,,,"K",2008,"w","silber/braun"
81403,"61-70","w",6,"63","Appenzeller",,,,"I",2003,"w","schwarz/weiss/braun"
81403,"61-70","w",6,"63","Border Collie",,,,"I",2009,"w","tricolor"
81407,"61-70","m",6,"63","Border Collie",,,,"I",2006,"w","schwarz"
81407,"61-70","m",6,"63","Spinone",,,,"I",2002,"w","weiss"
81424,"71-80","w",6,"63","Border Collie",,,,"I",2001,"w","schwarz/weiss"
81430,"61-70","w",10,"102","Bolonka Zwetna",,,,"K",2012,"w","black/tan"
81432,"51-60","w",7,"71","Bearded Collie",,,,"I",2013,"w","tricolor"
81437,"71-80","w",7,"74","Mischling klein",,,,"K",2005,"w","schwarz/braun"
81437,"71-80","w",7,"74","Dackel","Mischling",,,"K",2008,"w","braun/weiss"
81438,"81-90","m",7,"71","Labrador Retriever",,,,"I",2007,"m","schwarz"
81441,"71-80","w",8,"81","Mischling klein",,,,"K",2004,"m","weiss"
81448,"71-80","w",4,"41","Rauhaar Dackel",,,,"K",2007,"w","saufarben"
81457,"41-50","w",7,"73","Beagle",,,,"K",2012,"w","tricolor"
81458,"71-80","w",6,"63","Berner Sennenhund",,,,"I",2008,"m","schwarz/braun/weiss"
81458,"71-80","w",6,"63","Border Terrier",,,,"K",2002,"w","red grizzle"
81459,"81-90","w",11,"115","Cairn Terrier",,,,"K",2011,"m","braun"
81463,"51-60","w",10,"102","Mops",,,,"K",2013,"w","beige"
81466,"61-70","w",3,"34","Yorkshire Terrier",,,,"K",2006,"w","blue/tan"
81467,"31-40","w",10,"101","Malteser",,,,"K",1998,"w","weiss"
81468,"71-80","w",5,"51","Yorkshire Terrier",,"West Highland White Terrier",,"K",2004,"m","schwarz/braun/weiss"
81469,"61-70","w",6,"63","Jack Russel Terrier",,,,"K",2011,"m","weiss/braun"
81475,"61-70","w",7,"71","Labrador Retriever",,,,"I",2009,"w","schwarz/weiss"
81482,"71-80","m",12,"122","Katalanischer Hirtenhund",,,,"I",2004,"w","braun schwarz gestromt"
81483,"51-60","w",5,"52","Labrador Retriever",,"Hovawart",,"I",2009,"w","schwarz/braun"
81502,"71-80","w",7,"72","Mischling klein",,,,"K",2000,"m","braun/beige"
81504,"81-90","w",7,"74","Pudel","Mischling",,,,2003,"m","grau"
81507,"61-70","w",6,"63","Mittelpudel",,,,"K",2004,"m","schwarz"
81512,"81-90","w",7,"71","Cairn Terrier",,,,"K",2012,"w","schwarz/braun"
81514,"71-80","m",6,"63","Podenco",,,,"I",2011,"w","rehbraun"
81518,"71-80","m",2,"23","Parson Terrier",,,,"K",2010,"m","tricolor"
81523,"81-90","w",2,"21","Schäfer",,"Labrador Retriever",,"I",2004,"w","braun/schwarz"
81528,"61-70","w",2,"21","Schweizer Sennenhund",,,,"I",2012,"w","tricolor"
81531,"71-80","w",3,"34","Mischling klein",,,,"K",2004,"w","rot/schwarz"
81531,"71-80","w",3,"34","Bolonka Zwetna",,,,"K",2011,"w","braun/weiss/schwarz"
81531,"71-80","w",3,"34","Afghane",,,,"I",2004,"m","rot/schwarz"
81539,"71-80","w",2,"21","Dackel","Mischling",,,"K",1999,"w","schwarz gestromt"
81540,"31-40","w",2,"21","Appenzeller",,"Border Collie",,"I",2014,"m","tricolor"
81548,"41-50","w",3,"31","Labrador Retriever",,"Flat Coated Retriever",,"I",2012,"m","schwarz"
81557,"71-80","w",2,"24","Labrador Retriever","Mischling",,,"I",2004,"w","schwarz"
81560,"81-90","w",2,"21","Lakeland Terrier",,,,"K",2002,"w","black/tan"
81569,"81-90","w",2,"24","Zwergrauhaardackel",,,,"K",2000,"m","saufarben"
81573,"71-80","w",3,"31","Jack Russel Terrier",,,,"K",2007,"m","weiss/schwarz"
81579,"41-50","w",3,"31","Lagotto Romagnolo",,,,"I",2009,"m","weiss/braun"
81584,"51-60","m",2,"21","Spitz","Mischling",,,"K",2000,"m","braun/weiss"
81587,"51-60","w",2,"24","Jack Russel Terrier",,,,"K",2000,"m","grau/braun"
81590,"71-80","w",2,"21","Cocker Spaniel",,,,"K",2006,"w","blauschimmel"
81593,"81-90","w",2,"24","Langhaardackel",,,,"K",2005,"w","dunkelbraun"
81595,"61-70","w",1,"11","Rauhaar Dackel",,,,"K",1999,"w","schwarz/braun"
81599,"81-90","w",3,"31","Golden Retriever",,,,"I",2009,"w","golden"
81612,"51-60","w",11,"115","Border Collie",,,,"I",2008,"w","schwarz/weiss"
81614,"61-70","m",4,"41","Dachshund",,,,"K",2013,"m","schwarz/rot"
81615,"61-70","m",10,"101","Golden Retriever",,"Labrador Retriever",,"I",2013,"m","blondfarben"
81618,"61-70","w",2,"21","Zwergschnauzer",,,,"K",2008,"w","schwarz/grau"
81619,"51-60","w",8,"83","Berger Picard",,,,"I",2010,"w","fauve"
81621,"61-70","w",2,"21","West Highland White Terrier",,,,"K",2002,"w","weiss"
81623,"61-70","w",10,"101","Sennenhund","Mischling",,,"I",2003,"m","schwarz/weiss/braun"
81631,"51-60","w",12,"121","Berner Sennenhund",,"Labrador Retriever",,"I",2012,"m","schwarz"
81638,"41-50","w",10,"101","Labrador Retriever","Mischling",,,"I",2012,"m","beige"
81640,"71-80","w",10,"101","Cairn Terrier",,,,"K",2014,"m","beige"
81641,"41-50","w",3,"31","Berner Sennenhund",,,,"I",2006,"m","tricolor"
81645,"71-80","m",10,"101","Airedale Terrier",,,,"I",2009,"w","black/tan"
81648,"41-50","w",10,"101","Sheltie",,,,"K",2008,"m","blue/merle"
81648,"41-50","w",10,"101","Chihuahua",,,,"K",2005,"m","schwarz/weiss"
81650,"61-70","m",10,"101","Deutsche Dogge",,,,"I",2013,"m","schwarz/weiss"
81671,"51-60","w",10,"101","Mischling klein",,,,"K",2003,"w","weiss/braun"
81671,"51-60","w",10,"101","Mischling klein",,,,"K",2003,"w","braun"
81674,"81-90","w",10,"101","Pekingese","Mischling",,,"K",2004,"m","schwarz/braun"
81677,"51-60","w",10,"101","Mischling klein",,,,"K",2010,"w","schwarz"
81680,"71-80","w",10,"102","Mischling klein",,,,"K",2010,"m","braun"
81681,"41-50","w",10,"101","Sennenhund","Mischling",,,"I",2008,"w","tricolor"
81683,"61-70","w",10,"101","Chinese Crested Powderpuff",,,,"K",2011,"m","schwarz/weiss"
81689,"51-60","w",10,"101","Portugiesischer Wasserhund",,,,"I",2007,"w","schwarz"
81692,"71-80","m",8,"83","Yorkshire Terrier",,,,"K",2013,"m","schwarz/beige"
81696,"41-50","m",4,"4","Deutscher Pinscher",,,,"I",2010,"m","schwarz/rot"
81702,"51-60","w",11,"119","Collie",,,,"I",2011,"w","tricolor"
81702,"51-60","w",11,"119","Collie",,,,"I",2011,"w","tricolor"
81717,"71-80","m",12,"122","Pekingese",,,,"K",2010,"w","weiss/braun"
81717,"71-80","m",12,"122","Pekingese",,,,"K",2008,"w","braun/schwarz"
81721,"81-90","m",6,"63","Bolonka Zwetna",,,,"K",2014,"m","schwarz/braun"
81722,"61-70","w",6,"61","Beagle",,,,"K",2006,"m","tricolor"
81726,"61-70","w",11,"111","Dachshund","Mischling",,,"K",2012,"m","schwarz/braun"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2007,"m","gestromt"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2009,"w","braun"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2007,"w","hellbraun/weiss"
81726,"61-70","w",11,"111","Jack Russel Terrier","Mischling",,,"K",2008,"w","weiss/braun"
81731,"61-70","m",12,"121","Mischling klein",,,,"K",2007,"w","schwarz/weiss"
81733,"61-70","m",11,"115","Jack Russel Terrier","Mischling",,,"K",2005,"m","tricolor"
81738,"71-80","w",11,"115","Whippet",,,,"I",2012,"w","rot/braun"
81742,"71-80","w",12,"122","Yorkshire Terrier",,,,"K",2001,"m","beige/weiss"
81760,"51-60","w",12,"121","Shih Tzu","Mischling",,,"K",2007,"w","braun"
81764,"71-80","w",12,"122","Coton de Tulear",,,,"K",2004,"m","weiss"
81768,"61-70","m",11,"115","Rauhaar Dackel",,,,"K",2008,"m","rot"
81772,"61-70","m",11,"119","Labrador Retriever",,,,"I",2014,"w","schwarz"
81775,"71-80","w",11,"119","Zwergpudel",,,,"K",2002,"m","apricot"
81780,"51-60","m",12,"122","Münsterländer",,,,"I",2003,"m","weiss/braun"
81781,"61-70","w",12,"122","Mischling klein",,,,"K",2001,"w","weiss"
81782,"51-60","w",11,"115","Mittelpudel",,,,"K",2006,"w","schwarz/weiss"
81784,"71-80","m",11,"119","Flat Coated Retriever",,,,"I",2003,"m","schwarz"
81789,"41-50","m",11,"111","Mischling klein",,,,"K",2013,"m","schwarz/weiss"
81807,"71-80","w",11,"111","Labrador Retriever",,,,"I",2002,"w","schwarz"
81810,"61-70","m",11,"111","Kleiner Münsterländer",,,,"I",2013,"w","weiss/braun"
81811,"61-70","m",11,"111","Terrier","Mischling",,,,2003,"w","braun"
81812,"71-80","w",11,"115","Galgo Español",,,,"I",2007,"w","beige"
81821,"41-50","m",4,"42","Malteser",,"Yorkshire Terrier",,"K",1998,"w","schwarz"
81831,"71-80","w",11,"115","Mischling klein",,,,"K",2003,"w","braun/weiss"
81844,"71-80","w",11,"115","Mischling klein",,,,"K",2009,"w","braun"
81849,"51-60","w",11,"119","Chihuahua",,,,"K",2010,"m","wildfarbig"
81849,"51-60","w",11,"119","Azawakh",,,,"I",2008,"w","rot"
81849,"51-60","w",11,"119","Chinese Crested",,,,"K",2014,"w","weiss/orange"
81852,"51-60","m",11,"119","Irish Setter",,,,"I",2004,"w","mahagoni"
81856,"31-40","m",11,"119","Labrador Retriever","Mischling",,,"I",2001,"m","beige/weiss"
81870,"61-70","w",7,"74","Mischling klein",,,,"K",2002,"w","schwarz/weiss"
81872,"61-70","w",10,"102","Miniature Australien Shepard",,,,,2010,"m","tricolor"
81877,"71-80","w",7,"72","Mischling klein",,,,"K",2007,"w","weiss/schwarz"
81878,"71-80","w",7,"73","Zwergrauhaardackel",,,,"K",2005,"w","schwarz/braun"
81883,"71-80","m",7,"72","Beagle",,,,"K",2009,"w","tricolor"
81885,"71-80","w",7,"74","Labrador Retriever",,,,"I",2010,"m","schwarz"
81889,"61-70","w",2,"21","West Highland White Terrier",,,,"K",2009,"m","weiss"
81892,"51-60","m",11,"119","American Bulldog",,,,"I",2012,"m","gestromt"
81914,"61-70","m",4,"44","Deutscher Schäfer",,,,"I",2013,"m","grau"
81916,"51-60","w",9,"91","Labrador Retriever",,,,"I",2003,"m","gelb"
81918,"71-80","w",10,"101","Zwergpudel",,,,"K",2008,"m","apricot"
81925,"61-70","w",10,"102","Pointer",,,,"I",2008,"w","schwarz/weiss"
81928,"51-60","w",12,"123","Cocker Spaniel",,"Pudel",,"K",2014,"w","schwarz/weiss"
81929,"81-90","w",2,"23","Mischling klein",,,,"K",1997,"w","weiss/schwarz"
81949,"71-80","m",12,"122","Deutscher Schäfer",,,,"I",2006,"w","schwarz/braun"
81973,"41-50","w",12,"121","Border Collie",,"Bergamasker",,"I",2007,"w","tricolor"
81986,"51-60","m",11,"119","Labrador Retriever",,,,"I",2014,"m","hellbraun"
81989,"81-90","m",7,"72","Golden Retriever",,,,"I",2003,"m","golden"
81998,"71-80","w",10,"101","Bolonka Zwetna",,,,"K",2013,"w","braun/schwarz/weiss"
82001,"71-80","m",2,"21","Rauhaar Dackel",,,,"K",2010,"m","saufarben"
82001,"71-80","m",2,"21","Rauhaar Dackel",,,,"K",2009,"w","saufarben"
82002,"41-50","w",3,"31","Malteser",,,,"K",2013,"m","weiss"
82010,"71-80","w",7,"73","English Springer Spaniel",,,,"I",2006,"m","weiss/braun"
82011,"71-80","m",7,"74","Bergamasker",,,,"I",2004,"w","grau meliert"
82032,"51-60","w",10,"102","Labradoodle",,,,"I",2013,"w","weiss/braun"
82033,"61-70","w",10,"102","Pudel","Mischling",,,,2008,"w","schwarz"
82033,"61-70","w",10,"102","Pudel","Mischling",,,,2008,"m","schwarz"
82049,"71-80","w",3,"33","Cairn Terrier","Mischling",,,"K",2000,"m","braun"
82052,"41-50","w",9,"92","Manchester Terrier",,,,"K",2008,"m","black/tan"
82063,"71-80","w",11,"111","Mops",,,,"K",2002,"m","beige"
82063,"71-80","w",11,"111","Mops",,,,"K",2003,"w","beige"
82063,"71-80","w",11,"111","Mops",,,,"K",2005,"w","beige"
82063,"71-80","w",11,"111","Mops",,,,"K",2008,"m","beige"
82064,"61-70","m",3,"31","Labrador Retriever",,,,"I",2011,"m","schwarz"
82068,"71-80","w",9,"92","Pudel",,,,,2010,"w","schwarz/weiss"
82074,"71-80","m",3,"33","Schäfer","Mischling",,,"I",2003,"m","tricolor"
82080,"61-70","m",10,"101","Dachshund",,,,"K",2009,"w","saufarben"
82081,"51-60","m",2,"23","Podenco",,,,"I",2010,"w","schwarz/weiss"
82091,"41-50","m",7,"72","Irish Terrier",,,,"I",2005,"w","rot"
82092,"61-70","w",4,"44","Rehpinscher",,,,"K",1999,"w","schwarz/braun"
82099,"71-80","w",3,"31","Tervueren",,,,"I",2006,"w","grau/schwarz"
82110,"61-70","w",9,"91","Riesenschnauzer",,,,"I",2007,"m","pfeffer/salz"
82110,"61-70","w",9,"91","Riesenschnauzer",,,,"I",2003,"w","pfeffer/salz"
82112,"71-80","m",9,"91","Berger Picard",,,,"I",2011,"m","fauve"
82127,"61-70","m",7,"72","Jack Russel Terrier",,,,"K",2001,"m","tricolor"
82128,"31-40","m",9,"92","Chihuahua",,,,"K",2010,"m","zimt"
82131,"51-60","w",9,"92","Yorkshire Terrier",,,,"K",2000,"w","schwarz"
82135,"61-70","m",9,"92","Zwergpudel",,,,"K",2003,"m","schwarz"
82136,"61-70","m",8,"81","Collie",,,,"I",2006,"w","sable"
82137,"41-50","w",7,"71","Deutsche Dogge",,,,"I",2008,"m","schwarz/weiss"
82137,"41-50","w",7,"71","Yorkshire Terrier",,,,"K",2002,"m","schwarz/gelb"
82142,"91-100","w",3,"34","Pudel",,,,,2010,"m","apricot"
82144,"61-70","w",5,"52","Rottweiler",,"Schäfer",,"I",2004,"m","schwarz/braun"
82147,"51-60","w",2,"23","Jack Russel Terrier",,,,"K",2013,"w","tricolor"
82151,"71-80","w",9,"92","Collie",,,,"I",2010,"w","tricolor"
82162,"51-60","m",9,"92","Flat Coated Retriever",,,,"I",2009,"m","schwarz"
82167,"61-70","w",9,"92","Pudel",,,,,2011,"w","apricot"
82174,"61-70","m",1,"11","Cocker Spaniel",,,,"K",2008,"m","braun"
82174,"61-70","m",1,"11","Cocker Spaniel",,,,"K",1999,"w","rot/braun/weiss"
82180,"61-70","w",7,"73","Rauhaar Dackel",,,,"K",2006,"w","rot/braun"
82188,"71-80","w",8,"81","Toypudel",,,,"K",2004,"m","apricot"
82190,"61-70","w",10,"101","Mischling klein",,,,"K",2005,"m","weiss/braun"
82190,"61-70","w",10,"101","Mischling klein",,,,"K",2009,"m","beige"
82192,"61-70","w",11,"111","Phalène",,,,"K",2001,"m","braun/weiss"
82193,"61-70","w",7,"73","Mischling klein",,,,"K",2005,"w","beige"
82207,"51-60","w",5,"51","Sheltie","Mischling",,,"K",2003,"m","tricolor"
82217,"61-70","m",2,"23","Bearded Collie",,,,"I",2007,"m","schwarz/weiss"
82240,"71-80","w",10,"101","Rauhaar Dackel",,,,"K",2001,"m","saufarben"
82240,"71-80","w",10,"101","Dachshund",,,,"K",2007,"m","saufarben"
82251,"61-70","w",10,"102","Golden Retriever",,,,"I",2001,"w","creme"
82261,"51-60","w",10,"101","Chow Chow",,,,"I",2007,"m","rot"
82262,"81-90","m",10,"101","Chow Chow",,,,"I",2007,"w","schwarz"
82271,"51-60","w",10,"101","Border Collie",,,,"I",2010,"w","schwarz/weiss"
82275,"51-60","w",7,"73","Appenzeller Sennenhund","Mischling",,,"I",2013,"w","tricolor"
82284,"81-90","w",2,"24","Zwergpudel",,,,"K",2004,"m","braun/weiss"
82287,"51-60","w",6,"61","Tibet Terrier","Mischling",,,"K",2000,"m","schwarz"
82293,"71-80","w",2,"24","Mischling klein",,,,"K",1998,"w","schwarz"
82300,"71-80","w",10,"101","Silky Terrier","Mischling",,,"K",1999,"w","beige/grau"
82300,"71-80","w",10,"101","Pekingese",,,,"K",2008,"w","braun/weiss/schwarz"
82301,"71-80","m",7,"71","Irish Soft Coated Wheaten Terrier",,,,"I",2012,"m","weizen"
82306,"41-50","m",3,"33","Yorkshire Terrier",,,,"K",2003,"m","blue/steel"
82312,"51-60","w",10,"101","Labrador Retriever",,,,"I",2006,"w","gelb"
82313,"61-70","w",10,"101","Parson Jack Russell Terrier",,,,"K",2010,"w","tricolor"
82318,"61-70","m",10,"101","Golden Retriever",,,,"I",2004,"m","golden"
82322,"71-80","w",10,"101","Labrador Retriever",,,,"I",2005,"m","schwarz"
82323,"61-70","w",9,"91","Jack Russel Terrier",,,,"K",2002,"m","braun/weiss"
82329,"61-70","w",11,"115","Dackel",,,,"K",2009,"m","braun"
82330,"61-70","m",11,"115","Mischling klein",,,,"K",2003,"m","hellbraun/weiss"
82334,"51-60","m",11,"115","Entlebucher Sennenhund",,,,"I",2010,"m","tricolor"
82338,"51-60","w",11,"115","Islandhund",,,,"K",2014,"m","grau/beige"
82341,"81-90","w",11,"115","Yorkshire Terrier",,,,"K",2008,"m","blue/tan"
82360,"51-60","m",11,"115","Rehpinscher",,,,"K",2002,"w","braun"
82369,"61-70","m",2,"24","Mischling klein",,,,"K",2004,"w","schwarz/braun"
82370,"31-40","w",2,"21","Border Collie",,"Appenzeller Sennenhund",,"I",2014,"w","schwarz/braun/weiss"
82380,"61-70","w",7,"71","Berner Sennenhund",,,,"I",2006,"m","tricolor"
82387,"61-70","m",11,"115","Havaneser",,,,"K",2009,"m","weiss"
82396,"61-70","m",11,"115","Fila Brasileiro",,,,"I",2015,"m","gestromt"
82398,"51-60","w",11,"119","Bergamasker",,"Maremmano",,"I",2005,"w","braun"
82402,"71-80","w",11,"119","Mischling klein",,,,"K",2003,"w","schwarz"
82403,"41-50","w",11,"115","Mischling klein",,,,"K",2003,"m","schwarz"
82414,"51-60","w",11,"119","Border Collie",,"Schäfer",,"I",2006,"w","schwarz/weiss"
